temperatura,tiempo,fecha,hora,minutos
52.605804443359375,2024-03-13 23:06:38+03:00,2024-03-13,23,0
50.79999923706055,2024-03-13 23:36:38+03:00,2024-03-13,23,30
51.41509246826172,2024-03-14 00:06:38+03:00,2024-03-14,0,0
48.54426956176758,2024-03-14 00:36:38+03:00,2024-03-14,0,30
48.52059555053711,2024-03-14 01:06:38+03:00,2024-03-14,1,0
48.39866256713867,2024-03-14 01:36:38+03:00,2024-03-14,1,30
49.060001373291016,2024-03-14 02:06:38+03:00,2024-03-14,2,0
48.862457275390625,2024-03-14 02:36:38+03:00,2024-03-14,2,30
44.84873962402344,2024-03-14 03:06:38+03:00,2024-03-14,3,0
45.342796325683594,2024-03-14 03:36:38+03:00,2024-03-14,3,30
46.46816635131836,2024-03-14 04:06:38+03:00,2024-03-14,4,0
47.63495635986328,2024-03-14 04:36:38+03:00,2024-03-14,4,30
48.18729019165039,2024-03-14 05:06:38+03:00,2024-03-14,5,0
48.196258544921875,2024-03-14 05:36:38+03:00,2024-03-14,5,30
48.147281646728516,2024-03-14 06:06:38+03:00,2024-03-14,6,0
45.85671615600586,2024-03-14 06:36:38+03:00,2024-03-14,6,30
45.20000076293945,2024-03-14 07:06:38+03:00,2024-03-14,7,0
44.85533142089844,2024-03-14 07:36:38+03:00,2024-03-14,7,30
44.825927734375,2024-03-14 08:06:38+03:00,2024-03-14,8,0
46.25498580932617,2024-03-14 08:36:38+03:00,2024-03-14,8,30
47.86499786376953,2024-03-14 09:06:38+03:00,2024-03-14,9,0
49.907405853271484,2024-03-14 09:36:38+03:00,2024-03-14,9,30
50.83150100708008,2024-03-14 10:06:38+03:00,2024-03-14,10,0
51.55088806152344,2024-03-14 10:36:38+03:00,2024-03-14,10,30
51.82326889038086,2024-03-14 11:06:38+03:00,2024-03-14,11,0
52.53526306152344,2024-03-14 11:36:38+03:00,2024-03-14,11,30
53.099998474121094,2024-03-14 12:06:38+03:00,2024-03-14,12,0
53.12861633300781,2024-03-14 12:36:38+03:00,2024-03-14,12,30
54.83539962768555,2024-03-14 13:06:38+03:00,2024-03-14,13,0
56.246246337890625,2024-03-14 13:36:38+03:00,2024-03-14,13,30
56.845176696777344,2024-03-14 14:06:38+03:00,2024-03-14,14,0
57.53478240966797,2024-03-14 14:36:38+03:00,2024-03-14,14,30
57.608333587646484,2024-03-14 15:06:38+03:00,2024-03-14,15,0
58.31666564941406,2024-03-14 15:36:38+03:00,2024-03-14,15,30
58.77138900756836,2024-03-14 16:06:38+03:00,2024-03-14,16,0
58.89751434326172,2024-03-14 16:36:38+03:00,2024-03-14,16,30
58.968360900878906,2024-03-14 17:06:38+03:00,2024-03-14,17,0
58.825279235839844,2024-03-14 17:36:38+03:00,2024-03-14,17,30
58.866668701171875,2024-03-14 18:06:38+03:00,2024-03-14,18,0
58.86122512817383,2024-03-14 18:36:38+03:00,2024-03-14,18,30
58.852325439453125,2024-03-14 19:06:38+03:00,2024-03-14,19,0
58.878379821777344,2024-03-14 19:36:38+03:00,2024-03-14,19,30
58.89591979980469,2024-03-14 20:06:38+03:00,2024-03-14,20,0
59.025550842285156,2024-03-14 20:36:38+03:00,2024-03-14,20,30
59.07659149169922,2024-03-14 21:06:38+03:00,2024-03-14,21,0
59.04315185546875,2024-03-14 21:36:38+03:00,2024-03-14,21,30
59.00971603393555,2024-03-14 22:06:38+03:00,2024-03-14,22,0
58.82402420043945,2024-03-14 22:36:38+03:00,2024-03-14,22,30
58.36177062988281,2024-03-14 23:06:38+03:00,2024-03-14,23,0
57.98724365234375,2024-03-14 23:36:38+03:00,2024-03-14,23,30
57.47991943359375,2024-03-15 00:06:38+03:00,2024-03-15,0,0
57.32545852661133,2024-03-15 00:36:38+03:00,2024-03-15,0,30
57.09865188598633,2024-03-15 01:06:38+03:00,2024-03-15,1,0
56.61853790283203,2024-03-15 01:36:38+03:00,2024-03-15,1,30
55.900001525878906,2024-03-15 02:06:38+03:00,2024-03-15,2,0
55.58992385864258,2024-03-15 02:36:38+03:00,2024-03-15,2,30
55.1937370300293,2024-03-15 03:06:38+03:00,2024-03-15,3,0
54.56367492675781,2024-03-15 03:36:38+03:00,2024-03-15,3,30
53.986602783203125,2024-03-15 04:06:38+03:00,2024-03-15,4,0
53.64698028564453,2024-03-15 04:36:38+03:00,2024-03-15,4,30
52.89669418334961,2024-03-15 05:06:38+03:00,2024-03-15,5,0
52.479270935058594,2024-03-15 05:36:38+03:00,2024-03-15,5,30
52.400001525878906,2024-03-15 06:06:38+03:00,2024-03-15,6,0
52.25321960449219,2024-03-15 06:36:38+03:00,2024-03-15,6,30
52.31037139892578,2024-03-15 07:06:38+03:00,2024-03-15,7,0
52.474159240722656,2024-03-15 07:36:38+03:00,2024-03-15,7,30
52.837833404541016,2024-03-15 08:06:38+03:00,2024-03-15,8,0
53.147464752197266,2024-03-15 08:36:38+03:00,2024-03-15,8,30
53.890419006347656,2024-03-15 09:06:38+03:00,2024-03-15,9,0
55.02661895751953,2024-03-15 09:36:38+03:00,2024-03-15,9,30
57.12248229980469,2024-03-15 10:06:38+03:00,2024-03-15,10,0
57.37055969238281,2024-03-15 10:36:38+03:00,2024-03-15,10,30
59.26875305175781,2024-03-15 11:06:38+03:00,2024-03-15,11,0
60.02739715576172,2024-03-15 11:36:38+03:00,2024-03-15,11,30
62.7004508972168,2024-03-15 12:06:38+03:00,2024-03-15,12,0
64.55763244628906,2024-03-15 12:36:38+03:00,2024-03-15,12,30
65.21086883544922,2024-03-15 13:06:38+03:00,2024-03-15,13,0
65.77899932861328,2024-03-15 13:36:38+03:00,2024-03-15,13,30
64.8830337524414,2024-03-15 14:06:38+03:00,2024-03-15,14,0
64.27887725830078,2024-03-15 14:36:38+03:00,2024-03-15,14,30
64.22068786621094,2024-03-15 15:06:38+03:00,2024-03-15,15,0
64.1103744506836,2024-03-15 15:36:38+03:00,2024-03-15,15,30
63.322818756103516,2024-03-15 16:06:38+03:00,2024-03-15,16,0
62.75853729248047,2024-03-15 16:36:38+03:00,2024-03-15,16,30
62.14949417114258,2024-03-15 17:06:38+03:00,2024-03-15,17,0
61.65614700317383,2024-03-15 17:36:38+03:00,2024-03-15,17,30
61.12881088256836,2024-03-15 18:06:38+03:00,2024-03-15,18,0
60.04591751098633,2024-03-15 18:36:38+03:00,2024-03-15,18,30
59.29830551147461,2024-03-15 19:06:38+03:00,2024-03-15,19,0
58.79804992675781,2024-03-15 19:36:38+03:00,2024-03-15,19,30
58.27543258666992,2024-03-15 20:06:38+03:00,2024-03-15,20,0
57.72940444946289,2024-03-15 20:36:38+03:00,2024-03-15,20,30
56.95811462402344,2024-03-15 21:06:38+03:00,2024-03-15,21,0
56.462554931640625,2024-03-15 21:36:38+03:00,2024-03-15,21,30
55.553138732910156,2024-03-15 22:06:38+03:00,2024-03-15,22,0
54.88654708862305,2024-03-15 22:36:38+03:00,2024-03-15,22,30
54.17314147949219,2024-03-15 23:06:38+03:00,2024-03-15,23,0
53.903038024902344,2024-03-15 23:36:38+03:00,2024-03-15,23,30
52.73707580566406,2024-03-16 00:06:38+03:00,2024-03-16,0,0
51.693790435791016,2024-03-16 00:36:38+03:00,2024-03-16,0,30
50.6832160949707,2024-03-16 01:06:38+03:00,2024-03-16,1,0
50.02408981323242,2024-03-16 01:36:38+03:00,2024-03-16,1,30
48.990936279296875,2024-03-16 02:06:38+03:00,2024-03-16,2,0
48.456451416015625,2024-03-16 02:36:38+03:00,2024-03-16,2,30
48.01782989501953,2024-03-16 03:06:38+03:00,2024-03-16,3,0
47.328147888183594,2024-03-16 03:36:38+03:00,2024-03-16,3,30
46.86447525024414,2024-03-16 04:06:38+03:00,2024-03-16,4,0
46.39933395385742,2024-03-16 04:36:38+03:00,2024-03-16,4,30
46.042396545410156,2024-03-16 05:06:38+03:00,2024-03-16,5,0
46.1256103515625,2024-03-16 05:36:38+03:00,2024-03-16,5,30
46.20882797241211,2024-03-16 06:06:38+03:00,2024-03-16,6,0
46.29204559326172,2024-03-16 06:36:38+03:00,2024-03-16,6,30
